1,北京市,2015/11/27,264
2,天津市,2015/11/27,145
3,石家庄市,2015/11/27,316
4,唐山市,2015/11/27,153
5,秦皇岛市,2015/11/27,110
6,邯郸市,2015/11/27,100
7,邢台市,2015/11/27,275
8,保定市,2015/11/27,210
9,承德市,2015/11/27,70
10,沧州市,2015/11/27,139
11,廊坊市,2015/11/27,262
12,衡水市,2015/11/27,150
13,张家口市,2015/11/27,100
14,太原市,2015/11/27,138
15,大同市,2015/11/27,112
16,阳泉市,2015/11/27,127
17,长治市,2015/11/27,130
18,晋城市,2015/11/27,257
19,朔州市,2015/11/27,94
20,晋中市,2015/11/27,152
21,运城市,2015/11/27,109
22,忻州市,2015/11/27,175
23,临汾市,2015/11/27,270
24,吕梁市,2015/11/27,85
25,呼和浩特市,2015/11/27,139
26,包头市,2015/11/27,212
27,乌海市,2015/11/27,67
28,赤峰市,2015/11/27,152
29,通辽市,2015/11/27,68
30,鄂尔多斯市,2015/11/27,51
31,呼伦贝尔市,2015/11/27,65
32,巴彦淖尔市,2015/11/27,144
33,乌兰察布市,2015/11/27,87
34,兴安盟,2015/11/27,64
35,锡林郭勒盟,2015/11/27,38
36,阿拉善盟,2015/11/27,50
37,沈阳市,2015/11/27,122
38,大连市,2015/11/27,66
39,瓦房店市,2015/11/27,75
40,鞍山市,2015/11/27,90
41,抚顺市,2015/11/27,133
42,本溪市,2015/11/27,114
43,丹东市,2015/11/27,52
44,锦州市,2015/11/27,99
45,营口市,2015/11/27,92
46,阜新市,2015/11/27,109
47,辽阳市,2015/11/27,87
48,盘锦市,2015/11/27,77
49,铁岭市,2015/11/27,97
50,朝阳市,2015/11/27,92
51,葫芦岛市,2015/11/27,92
52,长春市,2015/11/27,82
53,吉林市,2015/11/27,78
54,四平市,2015/11/27,90
55,辽源市,2015/11/27,90
56,通化市,2015/11/27,134
57,白山市,2015/11/27,114
58,松原市,2015/11/27,73
59,白城市,2015/11/27,107
60,延边州,2015/11/27,60
61,哈尔滨市,2015/11/27,114
62,齐齐哈尔市,2015/11/27,112
63,鸡西市,2015/11/27,27
64,鹤岗市,2015/11/27,31
65,双鸭山市,2015/11/27,30
66,大庆市,2015/11/27,57
67,伊春市,2015/11/27,30
68,佳木斯市,2015/11/27,40
69,七台河市,2015/11/27,87
70,牡丹江市,2015/11/27,70
71,黑河市,2015/11/27,43
72,绥化市,2015/11/27,94
73,大兴安岭地区,2015/11/27,70
74,上海市,2015/11/27,85
75,南京市,2015/11/27,65
76,无锡市,2015/11/27,65
77,江阴市,2015/11/27,72
78,宜兴市,2015/11/27,62
79,徐州市,2015/11/27,58
80,常州市,2015/11/27,68
81,溧阳市,2015/11/27,68
82,金坛市,2015/11/27,60
83,苏州市,2015/11/27,72
84,常熟市,2015/11/27,59
85,张家港市,2015/11/27,68
86,昆山市,2015/11/27,65
87,吴江市,2015/11/27,58
88,太仓市,2015/11/27,68
89,南通市,2015/11/27,70
90,海门市,2015/11/27,70
91,连云港市,2015/11/27,98
92,淮安市,2015/11/27,64
93,盐城市,2015/11/27,69
94,扬州市,2015/11/27,63
95,镇江市,2015/11/27,57
96,句容市,2015/11/27,42
97,泰州市,2015/11/27,68
98,宿迁市,2015/11/27,77
99,杭州市,2015/11/27,75
100,富阳市,2015/11/27,63
101,临安市,2015/11/27,73
102,宁波市,2015/11/27,73
103,温州市,2015/11/27,52
104,嘉兴市,2015/11/27,77
105,湖州市,2015/11/27,62
106,诸暨市,2015/11/27,None
107,金华市,2015/11/27,72
108,义乌市,2015/11/27,62
109,衢州市,2015/11/27,53
110,舟山市,2015/11/27,42
111,台州市,2015/11/27,58
112,丽水市,2015/11/27,49
113,绍兴市,2015/11/27,72
114,合肥市,2015/11/27,74
115,芜湖市,2015/11/27,78
116,蚌埠市,2015/11/27,55
117,淮南市,2015/11/27,59
118,马鞍山市,2015/11/27,62
119,淮北市,2015/11/27,69
120,铜陵市,2015/11/27,75
121,安庆市,2015/11/27,75
122,黄山市,2015/11/27,48
123,滁州市,2015/11/27,67
124,阜阳市,2015/11/27,49
125,宿州市,2015/11/27,48
126,六安市,2015/11/27,72
127,亳州市,2015/11/27,56
128,池州市,2015/11/27,38
129,宣城市,2015/11/27,102
130,福州市,2015/11/27,40
131,厦门市,2015/11/27,53
132,莆田市,2015/11/27,43
133,三明市,2015/11/27,49
134,泉州市,2015/11/27,36
135,漳州市,2015/11/27,53
136,南平市,2015/11/27,39
137,龙岩市,2015/11/27,41
138,宁德市,2015/11/27,41
139,南昌市,2015/11/27,48
140,景德镇市,2015/11/27,56
141,萍乡市,2015/11/27,77
142,九江市,2015/11/27,68
143,新余市,2015/11/27,54
144,鹰潭市,2015/11/27,56
145,赣州市,2015/11/27,43
146,吉安市,2015/11/27,52
147,宜春市,2015/11/27,58
148,抚州市,2015/11/27,46
149,上饶市,2015/11/27,53
150,济南市,2015/11/27,70
151,章丘市,2015/11/27,77
152,青岛市,2015/11/27,65
153,胶州市,2015/11/27,64
154,即墨市,2015/11/27,100
155,平度市,2015/11/27,102
156,胶南市,2015/11/27,66
157,莱西市,2015/11/27,100
158,淄博市,2015/11/27,85
159,枣庄市,2015/11/27,133
160,东营市,2015/11/27,114
161,烟台市,2015/11/27,60
162,莱州市,2015/11/27,89
163,蓬莱市,2015/11/27,68
164,招远市,2015/11/27,89
165,潍坊市,2015/11/27,93
166,寿光市,2015/11/27,82
167,济宁市,2015/11/27,107
168,泰安市,2015/11/27,98
169,威海市,2015/11/27,52
170,文登市,2015/11/27,58
171,荣成市,2015/11/27,50
172,乳山市,2015/11/27,55
173,日照市,2015/11/27,77
174,莱芜市,2015/11/27,84
175,临沂市,2015/11/27,144
176,德州市,2015/11/27,160
177,聊城市,2015/11/27,119
178,滨州市,2015/11/27,113
179,菏泽市,2015/11/27,95
180,郑州市,2015/11/27,212
181,开封市,2015/11/27,109
182,洛阳市,2015/11/27,92
183,平顶山市,2015/11/27,112
184,安阳市,2015/11/27,153
185,鹤壁市,2015/11/27,155
186,新乡市,2015/11/27,149
187,焦作市,2015/11/27,128
188,濮阳市,2015/11/27,63
189,许昌市,2015/11/27,110
190,漯河市,2015/11/27,129
191,三门峡市,2015/11/27,178
192,南阳市,2015/11/27,92
193,商丘市,2015/11/27,90
194,信阳市,2015/11/27,74
195,周口市,2015/11/27,85
196,驻马店市,2015/11/27,123
197,武汉市,2015/11/27,75
198,黄石市,2015/11/27,65
199,十堰市,2015/11/27,68
200,宜昌市,2015/11/27,75
201,襄阳市,2015/11/27,70
202,鄂州市,2015/11/27,74
203,荆门市,2015/11/27,68
204,孝感市,2015/11/27,80
205,荆州市,2015/11/27,65
206,黄冈市,2015/11/27,54
207,咸宁市,2015/11/27,63
208,随州市,2015/11/27,70
209,恩施州,2015/11/27,52
210,长沙市,2015/11/27,73
211,株洲市,2015/11/27,84
212,湘潭市,2015/11/27,72
213,衡阳市,2015/11/27,68
214,邵阳市,2015/11/27,89
215,岳阳市,2015/11/27,62
216,常德市,2015/11/27,55
217,张家界市,2015/11/27,70
218,益阳市,2015/11/27,73
219,郴州市,2015/11/27,74
220,永州市,2015/11/27,45
221,怀化市,2015/11/27,60
222,娄底市,2015/11/27,60
223,湘西州,2015/11/27,63
224,广州市,2015/11/27,57
225,韶关市,2015/11/27,49
226,深圳市,2015/11/27,52
227,珠海市,2015/11/27,70
228,汕头市,2015/11/27,60
229,佛山市,2015/11/27,52
230,江门市,2015/11/27,53
231,湛江市,2015/11/27,75
232,茂名市,2015/11/27,56
233,肇庆市,2015/11/27,50
234,惠州市,2015/11/27,48
235,梅州市,2015/11/27,51
236,汕尾市,2015/11/27,54
237,河源市,2015/11/27,50
238,阳江市,2015/11/27,65
239,清远市,2015/11/27,40
240,东莞市,2015/11/27,47
241,中山市,2015/11/27,63
242,潮州市,2015/11/27,70
243,揭阳市,2015/11/27,61
244,云浮市,2015/11/27,42
245,南宁市,2015/11/27,59
246,柳州市,2015/11/27,52
247,桂林市,2015/11/27,64
248,梧州市,2015/11/27,45
249,北海市,2015/11/27,55
250,防城港市,2015/11/27,56
251,钦州市,2015/11/27,60
252,贵港市,2015/11/27,54
253,玉林市,2015/11/27,46
254,百色市,2015/11/27,30
255,贺州市,2015/11/27,41
256,河池市,2015/11/27,53
257,来宾市,2015/11/27,42
258,崇左市,2015/11/27,52
259,海口市,2015/11/27,51
260,三亚市,2015/11/27,60
261,重庆市,2015/11/27,63
262,成都市,2015/11/27,69
263,自贡市,2015/11/27,94
264,攀枝花市,2015/11/27,67
265,泸州市,2015/11/27,74
266,德阳市,2015/11/27,72
267,绵阳市,2015/11/27,72
268,广元市,2015/11/27,79
